element_type,osmid,created_by,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,barrier,amenity,email,fax,isced:level,name,operator,operator:type,phone,ref:educamadrid,short_name,website,school:language,wheelchair,wikidata,old_name,addr:unit,bus_routes,canteen,extended_hours,internet_access,school:type,start_date,denomination,language:fr,religion,alt_name,wikipedia,language:it,language:en,language:nl,language:ar,note,language:de,official_name,fixme,drink:club-mate,addr:housename,int_name,addr:country,name:es,shop,office,contact:email,contact:fax,contact:phone,description,fair_trade,image,source,name:en,opening_hours,education,material,contact:website,min_age,school,name:ja,nodes,name:etymology:wikidata,name:fr,ref:AEFE,fence_type,pedagogy,url,designation,height,grades,building,wall,community,community:en,community:fr,community:gender,nohousenumber,building:levels,toilets:wheelchair,wheelchair:description,construction,landuse,roof:levels,roof:shape,addr:milestone,addr:ref,check_date,building:name,language:ja,year_of_construction,level,building:use,disused,max_level,min_level,type,mobile,wikimedia_commons,addr:place,ways
way,461941405,,"POLYGON ((-3.6155014 40.421038, -3.6160948 40.4208192, -3.6161176 40.4207654, -3.6160558 40.4206602, -3.6158925 40.4204056, -3.6156829 40.4200617, -3.614886 40.4203491, -3.6148457 40.4203637, -3.6139084 40.4207055, -3.6134962 40.4208533, -3.6136821 40.4211514, -3.6138302 40.421401, -3.6139451 40.4215843, -3.6140475 40.4215899, -3.6143947 40.421461, -3.6144225 40.42145, -3.6144345 40.4214686, -3.6155168 40.4210622, -3.6155014 40.421038))",,28,28032,Avenida de Guadalajara,,school,cc.jhnewman.madrid@educa.madrid.org,+34913135739,0;1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria Colegio Internacional J.h. Newman",,private,+34917609184,28064202,CPEIPS Colegio Internacional J.h. Newman,http://www.educa.madrid.org/cc.jhnewman.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4573741811, 4573741810, 4573741809, 4573741838, 4573741837, 4573741808, 2654479480, 4573741784, 2654479503, 2654479502, 2654479500, 2619838490, 4573741806, 2619838488, 2619838493, 4573741807, 4573741845, 4573741844, 4573741811]",Q44490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,469930113,,"POLYGON ((-3.6655023 40.4730337, -3.6650392 40.4731072, -3.665165 40.4735655, -3.6654553 40.4735194, -3.6654269 40.4734158, -3.6655996 40.4733883, -3.6655023 40.4730337))",,101,28033,Calle Mesena,,school,secretariaesoybach@colegio-madrid.es,,0;1;2,Colegio Madrid - Fundación Santa María,,private,+34913020706,28021100,CPEIPS Madrid Pinar,https://cm-fsm.es/,,,,,,,,,,,,,,,,,,,,,Bachilerato,,,,,,,,,,,,,,,,,,,,,,,,,,"[4641886356, 4641886357, 4641886358, 4641886359, 4641886360, 4641886361, 4641886356]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,474685971,,"POLYGON ((-3.6228896 40.3789415, -3.6230202 40.3788413, -3.6228269 40.3786612, -3.6226646 40.3785163, -3.6225691 40.3785837, -3.622409 40.378425, -3.6223726 40.3784187, -3.6223177 40.3784514, -3.6222228 40.3785073, -3.6223776 40.3786623, -3.6224835 40.3786187, -3.622513 40.3786019, -3.6228896 40.3789415))",,,,,,school,,,,Liceo Versalles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4685867837, 4685867867, 3361837898, 3361837893, 4685867838, 4685867839, 3361837891, 4685867845, 316772221, 316772130, 3361837896, 4685867840, 4685867837]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,476407946,,"POLYGON ((-3.6229327 40.3773342, -3.6232894 40.3772642, -3.6232651 40.3771933, -3.6232469 40.3771515, -3.6232005 40.377045, -3.6231273 40.3770461, -3.622854 40.3770476, -3.6228544 40.3771366, -3.6228899 40.37722, -3.6229084 40.3772633, -3.6229327 40.3773342))",Madrid,,28031,Calle de la Peña Veiga,,school,,,,Cen-Taller Norte Joven de Villa de Vallecas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3362032215, 3362032214, 3362032212, 4700017866, 4485482300, 3481267618, 3481267619, 3481267622, 4700017865, 3362032213, 3362032215]",,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
way,476634060,,"POLYGON ((-3.6863479 40.4634641, -3.6862999 40.4634614, -3.6862197 40.463457, -3.6858997 40.4634384, -3.6856191 40.4634221, -3.6855971 40.4636389, -3.6856296 40.4636407, -3.6856229 40.4637105, -3.6857192 40.4637159, -3.6857108 40.4638031, -3.6863116 40.463839, -3.686337 40.4635664, -3.6863479 40.4634641))",,,,,,school,,,,Colegio Internacional Altair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4586808244, 4701345889, 4586808245, 2697099405, 2697099409, 2697099411, 2697099412, 2697099413, 2697099414, 2697099415, 2697099416, 4701345890, 4586808244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,484792699,,"POLYGON ((-3.6448825 40.4600705, -3.6447954 40.4601328, -3.6447699 40.4601123, -3.6445969 40.4602454, -3.6444654 40.4603414, -3.644393 40.460284, -3.6442565 40.4603837, -3.6444506 40.4605376, -3.6447186 40.4603419, -3.644735 40.4603562, -3.6449952 40.4601674, -3.6448825 40.4600705))",,79,28043,,,school,,+34917599911,,Centro de Apoyo al Profesorado de Hortaleza-Barajas,,,+34913882050,28700799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4775463377, 4775463378, 4775463379, 4775463371, 4775463372, 4775463373, 4775463374, 4775463375, 4775463376, 4775463380, 4775463381, 4775463377]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,496551018,,"POLYGON ((-3.7359594 40.3811928, -3.7372125 40.3811706, -3.7372225 40.3816195, -3.7370996 40.3816222, -3.737163 40.3827646, -3.7360275 40.382773, -3.7359594 40.3811928))",Madrid,177,28025,Calle del General Ricardos,,school,ies.vistaalegre.madrid@educa.madrid.org,+34915258200,,Instituto de Educación Secundaria Vista Alegre,Comunidad de Madrid,public,+34914628600,28021008,IES Vista Alegre,http://www.educa.madrid.org/ies.vistaalegre.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[266168047, 4882553028, 7299094952, 7299094953, 4882553027, 4882553026, 266168047]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499222340,,"POLYGON ((-3.6701889 40.5108564, -3.6706042 40.5105032, -3.6708261 40.5103145, -3.6712127 40.5099857, -3.6706097 40.5095627, -3.6695812 40.510437, -3.6700088 40.5107321, -3.6701889 40.5108564))",,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4905268961, 4905264416, 4905264417, 4905268960, 4905268959, 4905268958, 4905264415, 4905268961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,520402518,,"POLYGON ((-3.6209072 40.3674074, -3.6200514 40.3669858, -3.6199586 40.3669994, -3.6188895 40.3682696, -3.6195273 40.3685812, -3.6197056 40.3685771, -3.6198837 40.3686286, -3.6209072 40.3674074))",,,,,,school,,,,Instituo de Educación Secundaria María Rodrigo,Comunidad de Madrid,public,,,IES María Rodrigo,https://site.educa.madrid.org/ies.mariarodrigo.madrid/,,,,,,,,,,,,,,none,Instituto de Educación Secundaria María Rodrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1538868288, 5072262578, 5072262577, 5593384396, 1538868144, 1538868142, 1538868427, 1538868288]",Q6004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,520790794,,"POLYGON ((-3.6736205 40.5018956, -3.6732772 40.5018038, -3.6730009 40.5016957, -3.6727273 40.5015754, -3.6723592 40.5013709, -3.6738351 40.5001161, -3.6738881 40.50011, -3.6739578 40.5001865, -3.6740061 40.50024, -3.6740812 40.5002915, -3.6736205 40.5018956))",,,,,,school,,,,Instituto de Educación Secundaria Malala Yousafzai,,,,,IES Malala Yousafzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5075316709, 5075316708, 5075316707, 5075316706, 5075316705, 5075316704, 5075316703, 5075316702, 5075316701, 5075316700, 5075316709]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,539713759,,"POLYGON ((-3.6346583 40.4631807, -3.6345685 40.4631807, -3.6345685 40.463173, -3.6340995 40.4631732, -3.6340995 40.463058, -3.6345499 40.4630578, -3.6345498 40.4629479, -3.6340987 40.4629481, -3.6340986 40.4628322, -3.6344554 40.462832, -3.6344554 40.4628537, -3.6346159 40.4628536, -3.634616 40.4629195, -3.6346581 40.4629195, -3.6346583 40.4631807))",,,,,,school,,,,Escuela infantil municipal La Gran Vía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5222075415, 5222075414, 5222075413, 5222075412, 5222075411, 5222075410, 5222075409, 5222075408, 5222075407, 5222075406, 5222075405, 5222075404, 5222075403, 5222075402, 5222075415]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,542635213,,"POLYGON ((-3.7537821 40.388951, -3.7546849 40.3889383, -3.7546997 40.3896208, -3.7546723 40.3896737, -3.7542981 40.3896692, -3.7543018 40.3899533, -3.7543025 40.3900123, -3.7540317 40.3900141, -3.7535477 40.3897019, -3.7535413 40.3893551, -3.7535387 40.3892572, -3.7536001 40.3892563, -3.7536019 40.3893266, -3.753666 40.3893257, -3.7536668 40.389366, -3.7536919 40.3893615, -3.7537727 40.3893608, -3.7537694 40.389148, -3.7537856 40.3891479, -3.7537823 40.3889684, -3.7537821 40.388951))",,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5246082495, 5246082496, 5246082497, 5246082498, 27637799, 27637800, 5246082499, 5246082500, 5246082501, 5246082649, 5246082502, 5246082503, 5246082504, 5246082505, 5246082506, 5246082643, 5246082507, 5246082644, 5246082645, 5246082646, 5246082495]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,553157985,,"POLYGON ((-3.6958679 40.4418587, -3.6959041 40.4418862, -3.6958582 40.4423869, -3.6956379 40.4423762, -3.6955748 40.4423474, -3.6950252 40.4423242, -3.6950506 40.4418747, -3.6951125 40.4418747, -3.6951172 40.4418249, -3.6958679 40.4418587))",,,,,,school,,,,Liceo Italiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5339976008, 3918428658, 3918428657, 3918428659, 8676865088, 3918426756, 3918426755, 3918426754, 3918426753, 5339976008]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,558780048,,"POLYGON ((-3.7247399 40.374722, -3.7237903 40.374567, -3.7236845 40.3745497, -3.7232851 40.3744846, -3.7228706 40.3744169, -3.7228706 40.3743609, -3.7228706 40.3737147, -3.7247595 40.3735808, -3.7247399 40.374722))",,,,,,school,,,,Colegio Arenales/Colegio Educación Especial Cambrils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5389543156, 10198049108, 10198049109, 10198050418, 5389543157, 10198050419, 5389543158, 5389543159, 5389543156]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,559805493,,"POLYGON ((-3.7334978 40.3840852, -3.7349695 40.3839607, -3.7364015 40.3852963, -3.734897 40.3863036, -3.7345471 40.3859921, -3.7345105 40.3859595, -3.7341861 40.3856707, -3.7336607 40.3852028, -3.7334978 40.3840852))",,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5398777939, 5398777940, 762004563, 335480993, 5952713338, 8968610865, 8968610860, 335480990, 5398777939]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,574883577,,"POLYGON ((-3.6198021 40.4957051, -3.6193033 40.4957094, -3.6191802 40.4957094, -3.618434 40.4957138, -3.6184446 40.4967602, -3.6198102 40.496749, -3.6198021 40.4957051))",,,,,fence,school,,,,Colegio de Educación Infantil y Primaria Alfredo Di Stefano,,,,,CEIP Alfredo Di Stefano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,"[5517397493, 9413722317, 9413722318, 5517397492, 5517397491, 5517397490, 5517397493]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,585327258,,"POLYGON ((-3.6796384 40.3992083, -3.6797122 40.3991633, -3.6797274 40.3991765, -3.6799052 40.3990632, -3.6798913 40.3990479, -3.6799604 40.3990041, -3.6799767 40.3990177, -3.6800984 40.398938, -3.6800761 40.3989198, -3.6800433 40.398893, -3.6800531 40.3988861, -3.6800293 40.3988631, -3.6800536 40.3988464, -3.6800007 40.3987966, -3.679984 40.3988061, -3.6799424 40.3987669, -3.679957 40.3987583, -3.6798264 40.3986427, -3.6798182 40.3986508, -3.6797805 40.398622, -3.679638 40.3987127, -3.6798011 40.3988584, -3.6798171 40.3988486, -3.6798592 40.3988834, -3.6798377 40.3988962, -3.6798559 40.3989117, -3.6797873 40.3989529, -3.6797751 40.3989425, -3.6796253 40.3990344, -3.6796404 40.3990472, -3.6796051 40.3990705, -3.6796671 40.3991221, -3.6795974 40.3991727, -3.6796384 40.3992083))",,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5593850658, 5798251534, 5798251533, 5798251538, 5798251537, 5798251536, 5798251535, 5593850654, 5798338080, 5798251532, 5798251531, 5798251530, 5798251529, 5798251528, 5798251524, 5798251523, 5798251522, 5798251521, 5798251520, 5593850651, 5593850652, 5798251539, 5798251540, 5593850653, 5798251541, 5798251525, 5798251526, 5798251542, 5798251527, 5798251543, 5593850655, 5593850656, 5593850657, 5593850658]",Q3242789,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,586088852,,"POLYGON ((-3.6717941 40.4086947, -3.6719034 40.4087064, -3.6718801 40.4088336, -3.6717001 40.4088167, -3.6717258 40.4086874, -3.6715461 40.4086702, -3.6715662 40.4085414, -3.6718325 40.4085528, -3.6717941 40.4086947))",Madrid,21,28007,Calle de Ángel Ganivet,fence,school,cc.arcangel.madrid@educa.madrid.org,+34911191309,0;1,Centro Privado de Educación Infantil y Primaria Arcángel,,private,+34915523525,28011349,CPEIP Arcángel,https://www.colegioconcertadoarcangel.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5600002529, 5600002534, 5600002536, 5600002532, 5600002533, 5600002538, 5600002543, 5600002524, 5600002529]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,590822333,,"POLYGON ((-3.6581122 40.5035425, -3.6568176 40.5035335, -3.6566635 40.5014812, -3.6574461 40.50135, -3.6578405 40.5012329, -3.6582164 40.5010736, -3.6586046 40.5008252, -3.6589003 40.5008159, -3.6589743 40.5008674, -3.6593563 40.5011439, -3.6594611 40.501336, -3.6595535 40.5019217, -3.6586567 40.5029125, -3.6584021 40.5031049, -3.6581122 40.5035425))",,1,,Calle de los Padres Dominicos,fence,school,,,,St. George's School,,,,,,https://stgeorgeinternational.es/madrid/es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5640063520, 5640063517, 4270412839, 5640064322, 5640064330, 5640064323, 5640064324, 5640064325, 5640064326, 5640064327, 5640064328, 5640064329, 5640063519, 5708893236, 5640063520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,612580828,,"POLYGON ((-3.6790884 40.397873, -3.6791048 40.3978523, -3.6791217 40.3978287, -3.6803079 40.3989035, -3.6802851 40.3989192, -3.6801793 40.3989924, -3.6801758 40.3990206, -3.6798071 40.3992646, -3.6797627 40.3992933, -3.6796274 40.3993777, -3.6794966 40.3992596, -3.6793139 40.3990947, -3.6792112 40.3990019, -3.6791606 40.3989563, -3.6791826 40.3989383, -3.6786181 40.3984244, -3.6789342 40.3980269, -3.6789592 40.3979954, -3.6789814 40.3979675, -3.6790402 40.3978936, -3.6790535 40.3978813, -3.6790884 40.397873))",,,,,fence,school,,,,"Instituto de Educación Secundaria Antonio Fraguas ""Forges""",,,,,"IES Antonio Fraguas ""Forges""",http://iesantoniofraguasforges.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5798251480, 5798251510, 5798251517, 5798251516, 5798338078, 5798251463, 5798251462, 5798251507, 5798251457, 5798251515, 5798251503, 5798251498, 5798251495, 5798251514, 5798251513, 5798251512, 5798251499, 8330343212, 5798251460, 5798251500, 5798251479, 5798251480]",Q3242789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,628018926,,"POLYGON ((-3.6433826 40.4631392, -3.6433429 40.4631686, -3.6430658 40.4633703, -3.6429483 40.4632777, -3.6430238 40.4632168, -3.6429067 40.4631271, -3.6430164 40.4630405, -3.6431057 40.4631039, -3.6431713 40.463054, -3.6433149 40.4630913, -3.6433826 40.4631392))",,,,,,school,,,,Colegio de Educación Infantil y Primaria Esperanza II,,,,,CEIP Esperanza II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5928745847, 5928745846, 5717763831, 5717763832, 5717763833, 5717763834, 5717763835, 5928745850, 5928745849, 5928745848, 5928745847]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,671215500,,"POLYGON ((-3.6850026 40.4057034, -3.6850064 40.4057163, -3.6850909 40.4060069, -3.6851764 40.4063008, -3.6850625 40.40632, -3.6846951 40.4063821, -3.6846106 40.4063963, -3.684259 40.4064557, -3.6841139 40.4064802, -3.6840753 40.4063527, -3.6840534 40.406278, -3.6839904 40.406055, -3.6839681 40.4059807, -3.6839586 40.4059452, -3.6839315 40.4058531, -3.6836003 40.4059081, -3.68355 40.4057373, -3.6838333 40.4056897, -3.6838124 40.4056206, -3.6838021 40.4055867, -3.6837696 40.4054792, -3.6838132 40.4053819, -3.6841108 40.4054633, -3.6841571 40.4054756, -3.6842012 40.4054873, -3.6843735 40.4055328, -3.6845535 40.4055804, -3.6846211 40.4055983, -3.6846955 40.4056197, -3.6850026 40.4057034))",Madrid,1,28007,Avenida de la Ciudad de Barcelona,,school,cc.virgendeatocha.madrid@educa.madrid.org,+34915529643,1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria Virgen de Atocha",,private,+34915524804;+34915524803,28014910,CPEIPS Virgen de Atocha,https://atocha.fesd.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[318921931, 9294644412, 6285659085, 318921933, 9294644415, 9294644418, 9294644420, 9294644422, 318921934, 2528676328, 2528676320, 2528676305, 324584942, 9294644430, 459518820, 6285659092, 6285659096, 459518809, 5464804005, 6285659088, 5464805022, 5464805027, 318921937, 5464804007, 6285659087, 5464804012, 6285659093, 6285659091, 3711226083, 318921931]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,680425093,,"POLYGON ((-3.6935445 40.4355943, -3.6935871 40.4354888, -3.6936642 40.4353005, -3.6936962 40.4352169, -3.6939365 40.4352117, -3.693996 40.4352102, -3.6940157 40.4356505, -3.6940244 40.4358697, -3.6940225 40.4358945, -3.6938058 40.4358837, -3.6937986 40.4360329, -3.6934016 40.4360191, -3.6934106 40.4359728, -3.6934175 40.4359346, -3.6934248 40.4359029, -3.693442 40.435857, -3.693467 40.4357957, -3.693478 40.4357669, -3.6935164 40.4356717, -3.6935445 40.4355943))",Madrid,31,28010,Paseo del General Martínez Campos,,school,,,,British Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3564582497, 2379579934, 2379579962, 6370986550, 3564582493, 3907984113, 3908002193, 3908002195, 6166981284, 6000178808, 6000178812, 6000178817, 3891613708, 3908002185, 3908002187, 3908002188, 3908002189, 3891613716, 3908002191, 3564582497]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,707843507,,"POLYGON ((-3.673494 40.3450889, -3.6735264 40.3445817, -3.6735263 40.3442218, -3.6739714 40.3441044, -3.6745581 40.3439587, -3.6749155 40.3447611, -3.673494 40.3450889))",,,,,,school,,,,Colegio de Educación Infantil y Primaria Ausias March,"Consejería de Educación, Ciencia y Universidades de la Comunidad de Madrid",public,,,Ausias March,https://www.educa2.madrid.org/web/centro.cp.ausiasmarch.madrid#ad-image-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[371074887, 8807122984, 6651208998, 8807122983, 6651209016, 3256159511, 371074887]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,707843508,,"POLYGON ((-3.6740568 40.3440818, -3.6745581 40.3439587, -3.6739663 40.3426618, -3.6737532 40.3427085, -3.6735696 40.3427705, -3.6734651 40.3435692, -3.6734946 40.3440408, -3.6735263 40.3442218, -3.6739714 40.3441044, -3.6740568 40.3440818))",,,,,,school,,,,Instituto de Educación Secundaria Juan Ramón Jiménez,"Consejería de Educación, Ciencia y Universidades de la Comunidad de Madrid",,,,IES Juan Ramón Jiménez,https://site.educa.madrid.org/ies.juanramonjimenez.madrid/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6651209011, 6651209016, 5853558900, 6651209012, 6651209003, 8807122982, 6651208996, 6651208998, 8807122983, 6651209011]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,731062610,,"POLYGON ((-3.7353708 40.4356606, -3.7347313 40.4359191, -3.7345587 40.4356803, -3.734504 40.4356112, -3.7344031 40.4354164, -3.7342622 40.4350968, -3.7342327 40.4350331, -3.7340427 40.4346236, -3.7340115 40.4345563, -3.7339827 40.4344942, -3.7339687 40.434464, -3.7340727 40.434476, -3.734645 40.4345425, -3.7351272 40.4352918, -3.7353708 40.4356606))",,,,,,school,,,,Colegio Mayor Marques de la Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6847326211, 6847326212, 6847326219, 6847326213, 6847326217, 6847326218, 6847326220, 985917745, 6847326221, 6847326222, 6847326214, 6847326227, 6847326215, 6847326216, 6847326211]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,829746208,,"POLYGON ((-3.7083745 40.4763648, -3.7083628 40.4763328, -3.7082902 40.4761306, -3.7082745 40.4761339, -3.7082599 40.4760938, -3.7082764 40.4760899, -3.7082522 40.4760227, -3.7086282 40.4759443, -3.7087559 40.4762984, -3.7086695 40.4763164, -3.7086655 40.4763061, -3.7085244 40.4763337, -3.7083745 40.4763648))",Madrid,70,,Calle de Melchor Fernández Almagro,,school,,,,Colegio Virgen del Pilar,Orden de la Compañía de María,religious,,,,,,,,,,,,,,,,roman_catholic,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2609556601, 2609556600, 2969139070, 2969139072, 2969139067, 2609556597, 2609556596, 2609556595, 2609556606, 2609556605, 2609556604, 7248495174, 2609556601]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,894959724,,"POLYGON ((-3.6992166 40.3331723, -3.6976638 40.33319, -3.6976716 40.3325094, -3.699201 40.3325153, -3.6992166 40.3331723))",Madrid,17,28021,Calle Transversal Sexta,,school,,,,Colegio Villamadrid,Colegio Villamadrid SCM,private,,,,https://www.colegiovillamadrid.com/,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8318924826, 8318924827, 8318924828, 8318924829, 8318924826]",,,,,,,,,0-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,921524355,,"POLYGON ((-3.6688084 40.4073357, -3.6683951 40.4073368, -3.6677257 40.4073052, -3.6676231 40.4073001, -3.667615 40.4074121, -3.6676102 40.4074784, -3.667594 40.4076982, -3.6675931 40.4077106, -3.6675912 40.4077393, -3.6675896 40.4077623, -3.6675543 40.4082468, -3.6681349 40.4082756, -3.6687308 40.408304, -3.6687369 40.4082281, -3.6688084 40.4073357))",,10,28007,Calle Leo,wall,school,cc.purezademaria.madrid@educa.madrid.org,+34914091150,0;1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria Pureza de María",,private,+34915736001,28013565,CPEIPS Pureza de María,http://www.educa.madrid.org/cc.purezademaria.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[319779550, 6361417890, 6361417889, 319779553, 8555473190, 8555473191, 7401441030, 8555473193, 9611222029, 8555473197, 319779552, 8555473152, 319779551, 8555473133, 319779550]",,,,,,,,,,,boundary_wall,,,,,,,,,,,,,,,,,,,,,,8,-4,site,,,,
way,925574656,,"POLYGON ((-3.7106655 40.4518962, -3.7107396 40.4518689, -3.7110989 40.4517352, -3.7111137 40.4517296, -3.711341 40.4520959, -3.7113749 40.4521495, -3.7114334 40.4522418, -3.7114676 40.4522957, -3.711495 40.4523396, -3.7115362 40.4524054, -3.7115419 40.4524146, -3.71127 40.4524567, -3.7110775 40.4524833, -3.7110361 40.452489, -3.7110184 40.4524611, -3.710985 40.4524084, -3.7109653 40.4523775, -3.710926 40.4523162, -3.7108914 40.4522621, -3.7108892 40.4522586, -3.7106748 40.4519125, -3.7106655 40.4518962))",,53,28039,Avenida del Doctor Federico Rubio y Galí,wall,school,cp.federicorubio.madrid@educa.madrid.org,+34914595006,0;1,Colegio de Educación Infantil y Primaria Doctor Federico Rubio,Comunidad de Madrid,public,+34914502091,28010552,CEIP Doctor Federico Rubio,http://www.educa.madrid.org/cp.federicorubio.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3013553845, 3637404798, 3637404801, 8589801106, 8589816126, 8589816127, 8589816130, 8589801109, 8398199060, 8398199057, 8589801107, 8401038640, 8589816117, 8398199056, 9243756126, 8398199051, 8398175397, 8589816120, 8589816121, 8589801108, 3951449139, 3013553845]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,943899470,,"POLYGON ((-3.6835752 40.4497805, -3.6835175 40.4498708, -3.6834695 40.4499438, -3.6834435 40.4499834, -3.6833066 40.4499318, -3.683337 40.4498872, -3.6833807 40.4498199, -3.6833871 40.44981, -3.6834394 40.4497297, -3.6835752 40.4497805))",Madrid,9,,Calle del Jarama,,school,,,,Alaria Bernabéu,Alaria,private,,,,https://www.alariaescuelasinfantiles.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8739440193, 8739440139, 8739440142, 8739440138, 8739440194, 8739440145, 8739440149, 8739440146, 8739440195, 8739440193]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
